[时间]:2022-04-29 10:59:00,238-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:13,904-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:13,913-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:13,918-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:13,925-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:13,931-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:13,937-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:13,944-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:02:13,944-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:02:13,944-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:02:13,944-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test018'}】
[时间]:2022-04-29 13:02:13,944-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:13,951-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:13,951-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:02:13,951-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:02:14,673-[级别]:INFO-[文件]:locust_demo.py-[信息]:清理测试数据
[时间]:2022-04-29 13:04:32,694-[级别]:INFO-[文件]:locust_demo.py-[信息]:开始测试设置
[时间]:2022-04-29 13:04:32,696-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:32,703-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:32,710-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:32,715-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:32,721-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:32,727-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:32,732-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:04:32,732-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:04:32,732-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:04:32,732-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:04:32,732-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:32,746-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:32,746-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:04:32,746-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:04:35,516-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:35,531-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:35,543-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:35,552-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:35,560-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:35,568-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:35,575-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:04:35,575-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:04:35,575-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:04:35,575-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:04:35,575-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:35,582-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:35,582-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:04:35,582-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:04:38,340-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:38,350-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:38,356-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:38,362-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:38,367-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:38,373-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:38,377-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:04:38,377-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:04:38,378-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:04:38,378-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:04:38,378-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:38,390-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:38,391-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:04:38,391-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:04:40,860-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:40,866-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:40,873-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:40,879-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:40,886-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:40,894-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:40,900-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:04:40,900-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:04:40,900-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:04:40,900-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:04:40,900-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:41,124-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:41,124-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:04:41,125-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:04:43,924-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:43,933-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:43,941-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:43,949-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:43,956-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:43,962-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:43,966-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:04:43,966-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:04:43,967-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:04:43,967-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:04:43,967-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:43,974-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:43,974-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:04:43,974-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:04:46,309-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:46,318-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:46,323-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:46,330-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:46,336-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:46,344-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:46,351-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:04:46,352-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:04:46,352-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:04:46,352-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:04:46,352-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:46,359-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:46,359-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:04:46,359-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:04:48,436-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:48,442-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:48,448-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:48,453-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:48,458-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:48,464-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:04:48,468-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:04:48,468-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:04:48,469-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:04:48,469-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:04:48,469-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:48,700-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:04:48,700-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:04:48,700-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】
